,agent,opponent,episode,num_actions,episode_reward,cumulative_reward,time_per_episode,action_history,q_total,q_mean
0,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,0,3,0.0,0.0,1.1758134365081787,"[3, 0, 2, 1]",0.0,0.0
1,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,1,3,0.0,0.0,0.5857748985290527,"[1, 3, 1, 2]",0.0,0.0
2,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,2,7,0.0,0.0,2.1011574268341064,"[2, 2, 0, 3, 0, 1, 1, 1]",0.0,0.0
3,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,3,6,0.0,0.0,0.004999399185180664,"[0, 3, 0, 3, 1, 0, 2]",0.0,0.0
4,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,4,1,0.0,0.0,0.0010800361633300781,"[1, 2]",0.0,0.0
5,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,5,1,0.0,0.0,0.0010006427764892578,"[1, 2]",0.0,0.0
6,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,6,23,0.0,0.0,1.9915485382080078,"[3, 2, 2, 3, 1, 3, 2, 3, 0, 0, 0, 0, 0, 3, 1, 3, 2, 0, 2, 0, 2, 2, 2, 1]",0.0,0.0
7,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,7,2,0.0,0.0,0.0019998550415039062,"[3, 2, 1]",0.0,0.0
8,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,8,16,0.0,0.0,0.2761690616607666,"[3, 1, 0, 1, 0, 2, 0, 3, 3, 3, 3, 3, 0, 1, 1, 0, 1]",0.0,0.0
9,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,9,10,0.0,0.0,0.004999637603759766,"[0, 1, 3, 1, 3, 3, 0, 2, 2, 1, 2]",0.0,0.0
10,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,10,5,0.0,0.0,0.0030829906463623047,"[3, 1, 0, 3, 2, 1]",0.0,0.0
11,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,11,3,0.0,0.0,0.0020008087158203125,"[1, 3, 1, 2]",0.0,0.0
12,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,12,12,0.0,0.0,0.005999565124511719,"[3, 2, 2, 3, 3, 0, 0, 2, 0, 1, 3, 1, 2]",0.0,0.0
13,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,13,2,0.0,0.0,0.0020835399627685547,"[3, 1, 2]",0.0,0.0
14,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,14,6,0.0,0.0,0.003000020980834961,"[1, 0, 1, 3, 1, 3, 2]",0.0,0.0
15,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,15,5,0.0,0.0,0.0029997825622558594,"[3, 1, 0, 3, 2, 1]",0.0,0.0
16,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,16,17,0.0,0.0,0.008107662200927734,"[2, 0, 3, 0, 3, 0, 3, 3, 0, 3, 3, 0, 2, 3, 0, 2, 3, 1]",0.0,0.0
17,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,17,7,0.0,0.0,0.004001140594482422,"[3, 2, 0, 3, 1, 0, 0, 2]",0.0,0.0
18,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,18,10,0.0,0.0,0.004060029983520508,"[2, 0, 2, 0, 3, 0, 3, 3, 0, 2, 1]",0.0,0.0
19,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,19,4,0.0,0.0,0.0029997825622558594,"[3, 3, 1, 1, 1]",0.0,0.0
20,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,20,12,0.0,0.0,0.006059885025024414,"[1, 3, 0, 0, 3, 1, 3, 1, 3, 1, 3, 2, 1]",0.0,0.0
21,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,21,1,0.0,0.0,0.0009999275207519531,"[1, 2]",0.0,0.0
22,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,22,2,0.0,0.0,0.0010008811950683594,"[2, 3, 1]",0.0,0.0
23,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,23,14,0.0,0.0,0.0071070194244384766,"[0, 2, 0, 2, 3, 0, 2, 0, 3, 0, 1, 3, 0, 1, 2]",0.0,0.0
24,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,24,4,0.0,0.0,0.002000093460083008,"[0, 1, 0, 1, 1]",0.0,0.0
25,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,25,19,0.0,0.0,2.4463791847229004,"[2, 0, 2, 2, 3, 0, 0, 1, 0, 1, 0, 2, 2, 3, 1, 0, 1, 2, 3, 2]",0.0,0.0
26,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,26,5,0.0,0.0,0.00330352783203125,"[2, 0, 2, 2, 1, 0]",0.0,0.0
27,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,27,9,1.0,1.0,0.7860596179962158,"[0, 3, 2, 2, 3, 1, 1, 1, 1, 2]",0.05,0.05
28,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,28,10,0.0,1.0,0.0070972442626953125,"[2, 3, 3, 0, 1, 1, 3, 1, 0, 2, 3]",0.05,0.05
29,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,29,6,0.0,1.0,0.005103588104248047,"[3, 2, 3, 2, 3, 1, 0]",0.05,0.05
30,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,30,22,0.0,1.0,0.011091470718383789,"[1, 3, 0, 3, 2, 3, 0, 2, 3, 0, 0, 2, 0, 0, 3, 2, 0, 2, 0, 1, 0, 0, 2]",0.05,0.05
31,"Qlearntab_LLM_{'alpha': 0.05, 'gamma': 0.95, 'epsilon': 0.2, 'epsilon_step': 0.01}",,31,2,0.0,1.0,0.0009996891021728516,"[1, 0, 2]",0.05,0.05
